System,SysCenterName,TARGETID_A,CoordUqName_A,RA_A,DEC_A,RA_A_sexa,DEC_A_sexa,Z_A,ZERR_A,ZWARN_A,mag_g_A,mag_r_A,mag_z_A,mag_W1_A,mag_W2_A,flux_g_A,flux_r_A,flux_z_A,flux_W1_A,flux_W2_A,flux_ivar_g_A,flux_ivar_r_A,flux_ivar_z_A,flux_ivar_W1_A,flux_ivar_W2_A,MORPHTYPE_A,SPECTYPE_A,LASTNIGHT_A,TARGETID_B,CoordUqName_B,RA_B,DEC_B,RA_B_sexa,DEC_B_sexa,Z_B,ZERR_B,ZWARN_B,mag_g_B,mag_r_B,mag_z_B,mag_W1_B,mag_W2_B,flux_g_B,flux_r_B,flux_z_B,flux_W1_B,flux_W2_B,flux_ivar_g_B,flux_ivar_r_B,flux_ivar_z_B,flux_ivar_W1_B,flux_ivar_W2_B,MORPHTYPE_B,SPECTYPE_B,LASTNIGHT_B,sep_AB,110kpc_seplim_zA,110kpc_seplim_zB,delta_vr,rp_zA,rp_zB,match_type,match_cite,visual_class
J2150+0111,J215035.249+011130.333,39627820422403167,J215035+011128,327.64692,1.19107,21 50 35.262,+01 11 27.863,2.05582,0.00125,0,23.762,23.144,22.21,20.507,20.061,0.313,0.553,1.306,6.268,9.452,3790.236,2001.474,467.952,3.102,0.691,PSF,QSO,20211001,39627820422403162,J215035+011133,327.64682,1.19245,21 50 35.236,+01 11 32.804,2.0535,0.00106,0,22.966,22.694,22.154,20.878,21.038,0.651,0.836,1.375,4.456,3.846,3849.958,1854.063,467.841,3.181,0.697,PSF,QSO,20211009,4.955,13.183,13.181,227.202,41.348,41.354,New Discovery,,QP
J2154-0511,J215403.830-051117.255,39627663496711125,J215404-051117,328.51598,-5.18809,21 54 03.836,-05 11 17.116,0.13314,1e-05,0,19.14,18.527,17.467,17.603,18.201,22.079,38.816,103.129,90.956,52.445,109.976,42.605,5.621,0.478,0.146,SER,QSO,20210617,39627663496711121,J215404-051117,328.51593,-5.18816,21 54 03.824,-05 11 17.393,0.13313,0.0,0,17.791,17.398,17.188,15.735,15.435,76.522,109.894,133.255,508.27,669.932,210.759,107.906,36.588,0.572,0.178,PSF,QSO,20211021,0.332,46.515,46.519,3.454,0.784,0.784,New Discovery,,Contaminant
J2156+0256,J215611.050+025635.468,39627862726149064,J215611+025630,329.04584,2.94159,21 56 11.002,+02 56 29.742,1.43453,0.00017,0,21.396,20.689,20.744,19.285,18.654,2.764,5.299,5.041,19.319,34.532,810.692,231.459,80.58,2.647,0.59,PSF,QSO,20211002,39627862726149076,J215611+025641,329.04624,2.94478,21 56 11.097,+02 56 41.195,1.43737,0.00116,0,22.88,22.116,22.198,20.928,20.25,0.705,1.425,1.32,4.253,7.944,492.007,296.34,118.829,3.003,0.665,PSF,QSO,20211009,11.542,13.025,13.023,349.694,97.474,97.485,New Discovery,,QP
J2203-0005,J220330.621-000536.598,39627790277939775,J220331-000535,330.87795,-0.09292,22 03 30.707,-00 05 34.505,1.76337,0.00046,2,22.057,21.989,21.687,21.378,20.381,1.504,1.601,2.114,2.812,7.041,3401.872,3126.391,496.713,2.839,0.63,PSF,QSO,20211001,39627790277939750,J220331-000539,330.87723,-0.09408,22 03 30.534,-00 05 38.691,1.76241,0.00109,0,21.763,21.621,21.412,20.853,20.389,1.971,2.247,2.724,4.556,6.991,3287.909,2909.45,490.245,2.863,0.624,PSF,QSO,20211008,4.924,13.012,13.012,103.871,41.629,41.631,New Discovery,,QP
J2208-0112,J220823.840-011224.212,39627760099920552,J220824-011227,332.09841,-1.20746,22 08 23.618,-01 12 26.849,1.8032,0.00021,2,20.745,20.822,20.505,20.639,21.612,5.034,4.69,6.282,5.553,2.265,1159.64,1020.629,199.68,2.528,0.564,PSF,QSO,20210926,39627760099920605,J220824-011222,332.10025,-1.20599,22 08 24.061,-01 12 21.574,1.79611,0.00108,2,22.499,22.084,21.655,20.247,19.766,1.001,1.467,2.178,7.965,12.409,1874.879,1336.692,218.415,2.809,0.627,PSF,QSO,20211005,8.483,13.027,13.024,759.59,71.627,71.643,New Discovery,,QP
J2209+0032,J220925.217+003239.057,39627802382701080,J220925+003236,332.35579,0.54333,22 09 25.389,+00 32 35.998,1.5048,0.00126,0,21.988,21.754,21.665,20.39,20.444,1.602,1.987,2.157,6.985,6.645,2550.707,2135.706,388.911,2.91,0.596,PSF,QSO,20210926,39627802382701012,J220925+003242,332.35435,0.54503,22 09 25.044,+00 32 42.116,1.50326,0.00081,4,23.098,22.426,21.985,19.207,18.911,0.576,1.071,1.607,20.751,27.262,3002.408,2308.023,395.591,2.812,0.585,PSF,QSO,20211005,8.011,12.997,12.997,184.171,67.8,67.798,New Discovery,,QP
J2214+0052,J221409.911+005230.510,39627808443467583,J221410+005227,333.54153,0.87417,22 14 09.968,+00 52 27.022,0.90901,6e-05,0,18.497,18.386,18.433,17.619,17.298,39.904,44.232,42.362,89.591,120.394,505.209,572.563,203.677,1.758,0.427,PSF,QSO,20211002,39627814483265601,J221410+005234,333.54106,0.87611,22 14 09.854,+00 52 33.997,0.90877,9e-05,0,21.16,20.98,20.602,18.778,18.861,3.435,4.054,5.742,30.825,28.562,1894.239,1183.556,134.507,2.377,0.529,PSF,QSO,20211006,7.184,14.079,14.08,37.119,56.129,56.125,New Discovery,,QP
J2217+1032,J221728.201+103233.592,39628042749870282,J221728+103233,334.3659,10.54247,22 17 27.816,+10 32 32.885,1.54911,0.00017,0,18.748,18.497,18.465,17.873,17.193,31.673,39.912,41.112,70.917,132.62,393.463,153.707,64.655,2.068,0.466,PSF,QSO,20211102,39628042749870345,J221729+103234,334.36911,10.54286,22 17 28.586,+10 32 34.299,1.54995,0.00158,0,22.523,21.897,21.724,20.448,19.899,0.979,1.743,2.043,6.618,10.971,1902.34,541.044,89.073,3.282,0.712,PSF,QSO,20211108,11.444,12.987,12.987,98.495,96.925,96.926,New Discovery,,QP
J2217+0011,J221751.328+001146.146,39627796376460940,J221751+001147,334.46372,0.19626,22 17 51.294,+00 11 46.539,1.48997,0.00027,0,20.469,20.055,20.057,18.92,18.208,6.493,9.507,9.485,27.045,52.104,2249.233,1686.171,374.845,2.495,0.529,PSF,QSO,20210926,39627796376460950,J221751+001146,334.46401,0.19604,22 17 51.361,+00 11 45.754,1.49101,0.00035,0,23.049,22.376,21.804,20.233,19.927,0.603,1.121,1.899,8.07,10.692,3816.931,2898.171,436.365,2.516,0.535,PSF,QSO,20210928,1.283,13.001,13.001,125.128,10.857,10.857,New Discovery,,QPC
J2218+0802,J221838.481+080215.712,39627983106869713,J221838+080216,334.66032,8.0377,22 18 38.478,+08 02 15.728,0.11264,0.0,0,17.055,16.699,16.314,14.714,14.27,150.71,209.083,298.108,1301.008,1958.28,165.615,33.844,31.115,0.244,0.075,PSF,QSO,20211101,39627983106869714,J221838+080216,334.66035,8.03769,22 18 38.484,+08 02 15.695,0.11263,0.0,0,17.753,16.837,16.123,15.798,15.98,79.233,184.125,355.631,479.713,405.637,84.226,12.738,3.949,0.222,0.067,SER,QSO,20211129,0.101,53.722,53.725,2.051,0.208,0.208,New Discovery,,Contaminant
J2218+1041,J221857.888+104158.262,39628048693202093,J221858+104159,334.74302,10.69969,22 18 58.325,+10 41 58.894,1.67317,0.0005,0,22.069,21.599,21.371,20.705,20.506,1.487,2.293,2.829,5.225,6.275,1722.754,519.676,81.398,3.358,0.728,PSF,QSO,20211102,39628048693202029,J221857+104158,334.73938,10.69934,22 18 57.451,+10 41 57.630,1.66607,0.00152,0,23.298,22.972,22.242,20.384,20.172,0.48,0.647,1.268,7.02,8.538,2014.359,597.649,83.033,3.298,0.715,PSF,QSO,20211108,12.942,12.989,12.988,797.298,109.605,109.615,New Discovery,,QP
J2220-0136,J222032.328-013657.769,39627754110455572,J222032-013656,335.13435,-1.61564,22 20 32.245,-01 36 56.316,1.76075,0.00046,0,20.675,19.955,19.354,18.668,18.216,5.372,10.423,18.131,34.098,51.713,838.637,567.176,132.894,2.304,0.495,PSF,QSO,20210928,39627754110455595,J222032-013659,335.13505,-1.61645,22 20 32.411,-01 36 59.223,1.75748,0.00083,0,21.236,21.031,20.796,19.74,19.302,3.203,3.869,4.803,12.708,19.012,986.06,836.484,170.521,2.482,0.526,PSF,QSO,20211001,3.833,13.011,13.01,355.103,32.409,32.412,New Discovery,,QP
J2224+2614,J222428.534+261422.755,39628403053167543,J222429+261423,336.1189,26.23981,22 24 28.536,+26 14 23.307,0.20701,1e-05,0,17.291,16.745,16.195,15.647,15.37,121.249,200.37,332.743,550.936,711.314,79.375,27.286,12.026,0.415,0.132,SER,QSO,20210626,39628403053167542,J222429+261422,336.11888,26.2395,22 24 28.532,+26 14 22.203,0.20683,1e-05,0,20.044,19.57,18.846,16.529,16.326,9.603,14.858,28.955,244.528,294.766,317.091,144.984,51.474,0.543,0.17,PSF,QSO,20210707,1.105,32.453,32.475,45.369,3.746,3.743,Dual AGN Candidate,NED,Contaminant
J2224+0552,J222437.005+055234.649,39627935140806751,J222437+055235,336.15412,5.8765,22 24 36.988,+05 52 35.403,0.27174,0.0,0,17.773,17.508,17.462,15.864,15.578,77.799,99.259,103.527,451.341,587.096,125.23,44.508,13.599,0.699,0.21,PSF,QSO,20211030,39627935140806755,J222437+055234,336.15426,5.87608,22 24 37.023,+05 52 33.895,0.27188,2e-05,0,19.449,18.548,18.068,18.618,18.88,16.611,38.102,59.266,35.72,28.054,51.248,13.711,1.296,0.589,0.166,SER,QSO,20211106,1.597,26.478,26.468,34.101,6.636,6.638,New Discovery,,Contaminant
J2225+0007,J222551.964+000717.467,39627790370217420,J222552+000721,336.46576,0.12248,22 25 51.783,+00 07 20.934,2.64483,0.00168,0,24.058,22.968,22.288,20.088,19.559,0.238,0.65,1.216,9.22,15.006,3395.116,2605.921,237.127,3.05,0.661,PSF,QSO,20211002,39627790370217475,J222552+000714,336.46727,0.12056,22 25 52.144,+00 07 14.000,2.64183,0.00103,4,23.378,22.772,22.048,21.145,20.298,0.445,0.779,1.516,3.484,7.603,3264.266,1971.204,236.505,3.092,0.678,PSF,QSO,20211008,8.798,13.803,13.8,247.472,70.109,70.129,New Discovery,,QP
J2226+0045,J222645.228+004516.242,39627808493804937,J222645+004513,336.68704,0.75347,22 26 44.889,+00 45 12.505,1.88964,0.00117,0,22.503,21.945,21.262,20.552,20.27,0.997,1.668,3.128,6.016,7.798,3669.366,2956.666,416.324,2.888,0.635,PSF,QSO,20211002,39627808493805041,J222646+004520,336.68987,0.75555,22 26 45.568,+00 45 19.979,1.89119,0.00021,0,19.215,19.05,18.823,18.323,17.679,20.612,23.99,29.56,46.86,84.821,1229.103,1105.525,275.651,1.946,0.462,PSF,QSO,20211009,12.631,13.07,13.071,160.359,106.306,106.298,New Discovery,,QP
J2227+0138,J222730.258+013816.222,39627832657186559,J222730+013817,336.876,1.6381,22 27 30.239,+01 38 17.160,1.42193,0.00062,0,21.664,21.431,21.243,19.695,18.982,2.16,2.678,3.182,13.238,25.531,2568.383,1786.876,190.097,2.634,0.581,PSF,QSO,20211008,39627832657186570,J222730+013815,336.87616,1.63758,22 27 30.278,+01 38 15.284,1.4255,0.00071,0,22.29,21.769,21.374,19.633,19.745,1.214,1.96,2.821,14.022,12.643,2947.686,1907.058,187.099,2.59,0.581,PSF,QSO,20211010,1.963,13.032,13.03,441.727,16.569,16.572,Lensed Quasar Candidate,SLED,QPC
J2228+0206,J222801.527+020639.876,39627838701174976,J222801+020644,337.00543,2.11212,22 28 01.302,+02 06 43.638,1.49949,0.00021,0,19.88,19.589,19.536,19.147,18.409,11.168,14.596,15.33,21.933,43.298,694.962,382.011,93.413,2.667,0.583,PSF,QSO,20211008,39627838701175012,J222802+020636,337.0073,2.11003,22 28 01.752,+02 06 36.114,1.50363,0.00025,0,21.802,21.264,20.954,20.188,19.499,1.902,3.122,4.153,8.409,15.858,1657.207,773.674,107.189,3.051,0.653,PSF,QSO,20211009,10.1,12.998,12.997,496.207,85.472,85.48,New Discovery,,QP
J2230-0104,J223045.916-010419.529,39627766231996391,J223046-010421,337.69027,-1.07255,22 30 45.664,-01 04 21.193,2.14874,0.00121,0,22.304,22.018,21.44,19.908,19.515,1.197,1.558,2.655,10.886,15.631,2813.961,2053.203,389.191,2.743,0.56,PSF,QSO,20211001,39627766231996466,J223046-010418,337.69236,-1.07163,22 30 46.167,-01 04 17.866,2.16253,0.00103,0,22.508,21.797,20.88,19.795,19.168,0.993,1.911,4.445,12.077,21.518,2906.003,1985.165,371.899,2.642,0.527,PSF,QSO,20211010,8.25,13.261,13.273,1310.214,68.434,68.37,New Discovery,,QP
J2232+2646,J223226.311+264642.891,39628413903835697,J223226+264643,338.1096,26.77857,22 32 26.304,+26 46 42.842,0.1211,1e-05,0,19.917,18.844,18.186,18.501,18.734,10.793,29.013,53.149,39.767,32.083,186.291,34.01,11.943,0.575,0.189,SER,QSO,20210626,39628413903835698,J223226+264643,338.10966,26.77859,22 32 26.317,+26 46 42.940,0.12108,0.0,0,18.354,17.868,17.224,15.791,15.598,45.553,71.252,128.955,482.551,576.67,379.802,85.549,57.626,0.657,0.22,PSF,QSO,20210707,0.205,50.451,50.458,5.509,0.447,0.447,New Discovery,,Contaminant
J2234+3041,J223404.705+304141.749,39628498683297933,J223405+304141,338.51939,30.69479,22 34 04.653,+30 41 41.227,0.84473,8e-05,0,19.227,19.194,18.928,17.768,17.392,20.371,21.016,26.838,78.109,110.413,319.062,172.674,33.351,1.908,0.52,SER,QSO,20211111,39628498683297944,J223405+304142,338.51982,30.69508,22 34 04.757,+30 41 42.272,0.84448,0.00014,0,21.964,21.736,21.038,19.167,19.513,1.638,2.021,3.845,21.539,15.654,704.436,292.289,78.904,1.981,0.548,PSF,QSO,20211111,1.701,14.391,14.392,41.894,13.001,13.0,New Discovery,,QPC
J2235-0117,J223550.969-011739.998,39627760213171025,J223551-011742,338.96254,-1.29511,22 35 51.010,-01 17 42.394,1.6625,0.00031,0,19.921,19.871,19.657,19.171,18.741,10.757,11.266,13.721,21.452,31.874,1478.661,977.652,292.218,2.417,0.537,PSF,QSO,20210708,39627760213171013,J223551-011738,338.9622,-1.29378,22 35 50.928,-01 17 37.602,1.65817,0.00038,0,21.243,20.968,20.651,18.964,18.39,3.181,4.099,5.49,25.965,44.072,2015.934,1745.321,344.578,2.366,0.535,PSF,QSO,20211001,4.948,12.987,12.987,488.459,41.906,41.907,New Discovery,,QP
J2237-0102,J223710.008-010248.873,39627766261352055,J223710-010248,339.2913,-1.04669,22 37 09.912,-01 02 48.092,1.7611,0.00175,0,21.749,21.461,21.096,21.313,21.326,1.997,2.604,3.644,2.985,2.949,2843.77,2128.045,328.588,2.705,0.574,PSF,QSO,20210708,39627766261352089,J223710-010250,339.2921,-1.04713,22 37 10.105,-01 02 49.655,1.75941,0.00061,0,21.738,21.653,21.501,20.098,19.531,2.018,2.183,2.51,9.133,15.398,2545.083,2223.497,340.691,2.641,0.568,PSF,QSO,20211001,3.295,13.011,13.011,183.137,27.856,27.857,New Discovery,,QP
J2238-0023,J223847.640-002309.486,39627778345148319,J223848-002312,339.70001,-0.38678,22 38 48.002,-00 23 12.407,2.08496,0.00024,0,21.215,21.269,20.573,20.196,20.224,3.265,3.107,5.9,8.347,8.139,2794.442,2191.307,286.202,2.734,0.594,PSF,QSO,20210926,39627778345148180,J223847-002307,339.697,-0.38516,22 38 47.279,-00 23 06.566,2.07793,0.00112,0,23.421,23.336,22.664,21.599,20.866,0.428,0.463,0.86,2.292,4.504,4039.217,2537.052,245.592,2.921,0.625,PSF,QSO,20211006,12.307,13.206,13.2,684.438,102.513,102.558,New Discovery,,QP
J2242+2409,J224231.803+240930.400,39628359386268882,J224232+240931,340.63238,24.15848,22 42 31.770,+24 09 30.532,0.22061,5e-05,0,20.218,19.451,19.756,18.509,18.382,8.178,16.582,12.52,39.493,44.376,33.615,15.664,2.589,0.364,0.102,EXP,QSO,20211014,39628359386268890,J224232+240930,340.63265,24.15841,22 42 31.835,+24 09 30.269,0.21985,2e-05,0,18.237,17.652,17.222,15.1,14.702,50.724,86.905,129.216,911.608,1316.077,70.448,72.702,20.644,0.398,0.118,PSF,QSO,20211104,0.925,30.9,30.983,188.527,3.294,3.286,New Discovery,,Contaminant
J2242-0040,J224250.020-004042.905,39627772322126929,J224250-004042,340.70947,-0.67831,22 42 50.273,-00 40 41.927,2.4507,0.00018,0,20.883,20.836,20.497,20.274,20.52,4.432,4.628,6.325,7.77,6.197,2514.841,2038.305,347.726,2.835,0.619,PSF,QSO,20211001,39627772322126857,J224250-004044,340.70737,-0.67886,22 42 49.768,-00 40 43.883,2.45951,0.00022,0,21.022,21.161,20.763,20.332,19.862,3.901,3.432,4.952,7.363,11.359,2649.064,2248.821,356.615,2.776,0.605,PSF,QSO,20211006,7.826,13.57,13.58,764.833,63.438,63.391,New Discovery,,QP
J2242+0056,J224250.777+005641.116,39627814600710903,J224251+005643,340.71107,0.94529,22 42 50.657,+00 56 43.037,1.18381,0.00042,0,21.584,21.268,21.475,19.753,19.274,2.324,3.11,2.571,12.56,19.511,2107.362,2146.725,324.772,2.733,0.581,PSF,QSO,20211006,39627814600710934,J224251+005639,340.71207,0.94422,22 42 50.898,+00 56 39.194,1.1843,0.00035,0,22.933,22.263,21.768,20.26,19.847,0.671,1.244,1.963,7.872,11.515,2599.394,2545.134,329.012,2.702,0.581,PSF,QSO,20211008,5.275,13.29,13.29,66.356,43.661,43.664,New Discovery,,QP
J2244-0550,J224411.349-055049.926,39627651668773415,J224411-055049,341.04721,-5.84708,22 44 11.331,-05 50 49.490,2.84298,0.0002,0,18.214,17.972,17.861,18.024,17.592,51.785,64.738,71.684,61.689,91.873,132.743,77.509,36.442,1.537,0.384,PSF,QSO,20211021,39627651668773421,J224411-055050,341.04736,-5.84732,22 44 11.367,-05 50 50.362,2.84381,0.00015,0,18.67,18.333,18.138,18.145,17.944,34.032,46.428,55.547,55.193,66.424,149.357,87.331,38.656,1.538,0.384,PSF,QSO,20211120,1.021,14.062,14.063,65.173,7.984,7.984,Lensed Quasar Candidate,SLED,QPC
J2244-0020,J224443.806-002049.838,39627784410111534,J224444-002050,341.18249,-0.34711,22 44 43.797,-00 20 49.579,1.28472,0.00017,0,20.197,19.847,19.79,19.426,18.131,8.342,11.51,12.135,16.97,55.93,1758.862,1406.549,262.33,2.036,0.478,PSF,QSO,20210708,39627784410111536,J224444-002050,341.18256,-0.34725,22 44 43.815,-00 20 50.097,1.28466,0.00018,0,23.055,23.716,22.731,19.194,19.738,0.6,0.326,0.808,21.018,12.732,1301.762,932.395,121.39,1.984,0.467,REX,QSO,20211008,0.581,13.147,13.147,8.633,4.86,4.86,New Discovery,,Contaminant
J2245+2939,J224501.418+293954.677,39628477829223443,J224501+293953,341.25518,29.66478,22 45 01.243,+29 39 53.193,2.43598,0.00072,0,21.435,20.988,20.664,20.04,19.684,2.666,4.026,5.424,9.636,13.384,963.643,298.322,73.373,3.63,0.887,PSF,QSO,20210707,39628477829223467,J224502+293956,341.25664,29.6656,22 45 01.593,+29 39 56.161,2.4415,0.00068,0,22.026,21.589,20.819,19.912,19.446,1.547,2.314,4.705,10.844,16.65,1304.48,317.501,73.553,3.594,0.877,PSF,GALAXY,20211024,5.441,13.553,13.559,480.657,44.16,44.139,New Discovery,,QP
J2246+3142,J224621.669+314207.937,39628519398966498,J224622+314208,341.59026,31.70221,22 46 21.663,+31 42 07.969,0.14515,1e-05,0,17.161,16.706,16.25,15.046,14.722,136.701,207.7,316.242,958.466,1292.285,141.809,54.367,23.781,0.347,0.117,PSF,QSO,20210707,39628519398966501,J224622+314208,341.59031,31.7022,22 46 21.675,+31 42 07.906,0.14519,1e-05,0,18.285,17.32,16.603,16.436,16.858,48.55,118.066,228.434,266.551,180.552,62.008,19.225,2.853,0.308,0.101,SER,QSO,20211023,0.166,43.247,43.235,11.88,0.421,0.421,New Discovery,,Contaminant
J2248+1201,J224818.030+120150.880,39628078443401613,J224818+120151,342.0751,12.0307,22 48 18.023,+12 01 50.510,0.33256,2e-05,0,23.684,24.515,23.435,,21.887,0.336,0.156,0.423,-4.745,1.758,2066.646,430.177,151.026,2.377,0.562,PSF,QSO,20211102,39628078443401616,J224818+120151,342.07516,12.0309,22 48 18.037,+12 01 51.250,0.33261,3e-05,0,20.516,19.947,19.324,18.1,17.943,6.218,10.501,18.64,57.551,66.471,1378.08,302.344,108.283,2.336,0.556,REX,QSO,20211206,0.769,23.029,23.026,11.761,3.672,3.672,New Discovery,,Contaminant
J2250+0043,J225003.022+004328.206,39627808594461205,J225003+004328,342.51414,0.72445,22 50 03.394,+00 43 28.011,2.30708,0.00138,0,23.106,22.699,22.431,21.796,21.241,0.572,0.833,1.065,1.912,3.188,3678.142,3128.021,394.563,3.031,0.618,PSF,QSO,20210708,39627808594461100,J225003+004328,342.51104,0.72456,22 50 02.651,+00 43 28.401,2.30774,0.00029,0,21.498,21.173,20.412,20.041,19.339,2.517,3.396,6.84,9.628,18.379,2898.547,2446.968,347.344,2.804,0.595,PSF,QSO,20211002,11.157,13.413,13.414,59.694,91.497,91.492,New Discovery,,QP
J2250+2117,J225034.484+211723.689,39628292529062986,J225035+211724,342.64396,21.28988,22 50 34.551,+21 17 23.581,1.74184,0.0001,0,19.126,18.6,18.268,17.494,17.34,22.369,36.294,49.277,100.549,115.89,537.642,128.895,92.975,1.526,0.441,PSF,QSO,20211104,39628292529062975,J225034+211724,342.6434,21.28994,22 50 34.416,+21 17 23.796,1.74164,0.00021,0,20.826,20.117,19.429,18.16,18.112,4.673,8.981,16.92,54.439,56.91,1078.416,277.758,112.68,1.588,0.455,PSF,QSO,20211110,1.893,13.005,13.005,21.554,16.01,16.01,Lensed Quasar,SLED,QPC
J2250+3107,J225057.661+310744.261,39628509101954195,J225058+310745,342.74032,31.12919,22 50 57.677,+31 07 45.095,0.17426,2e-05,0,20.691,19.32,18.571,18.747,19.63,5.292,18.703,37.303,31.697,14.065,241.338,73.753,11.96,0.646,0.192,SER,QSO,20211023,39628509101954192,J225058+310743,342.74019,31.12873,22 50 57.645,+31 07 43.426,0.1741,1e-05,0,17.904,17.37,16.915,15.797,15.484,68.923,112.72,171.354,479.945,640.616,322.469,131.142,44.287,0.656,0.206,PSF,QSO,20211024,1.718,37.201,37.23,43.3,5.079,5.075,New Discovery,,Contaminant
J2251+0638,J225110.806+063819.926,39627953268591402,J225111+063826,342.79466,6.64069,22 51 10.718,+06 38 26.473,1.13599,0.0006,0,21.718,21.312,21.38,19.828,19.08,2.056,2.986,2.805,11.715,23.327,1660.122,540.466,205.594,2.72,0.628,PSF,QSO,20211030,39627953268591426,J225111+063813,342.79539,6.63705,22 51 10.893,+06 38 13.379,1.13444,0.00031,0,21.644,21.295,21.41,19.773,19.753,2.199,3.035,2.73,12.326,12.553,1638.951,539.866,206.612,2.966,0.649,PSF,QSO,20211105,13.35,13.38,13.384,217.865,109.749,109.723,New Discovery,,QP
J2256+0451,J225640.255+045119.588,39627905180897796,J225640+045120,344.16765,4.85548,22 56 40.236,+04 51 19.722,0.16711,1e-05,0,17.434,17.336,17.032,14.858,14.486,106.3,116.27,153.936,1139.466,1605.313,69.331,47.726,25.159,0.305,0.09,PSF,QSO,20211027,39627905180897799,J225640+045119,344.16781,4.8554,22 56 40.275,+04 51 19.453,0.16721,1e-05,0,19.313,18.317,17.803,16.819,16.541,18.834,47.139,75.645,187.195,241.912,40.191,13.355,4.653,0.279,0.08,SER,QSO,20211106,0.639,38.489,38.472,23.364,1.826,1.827,New Discovery,,Contaminant
J2257+2309,J225749.141+230924.503,39628337311650360,J225749+230924,344.4533,23.1567,22 57 48.791,+23 09 24.129,2.03778,0.00022,0,21.99,21.893,21.349,21.4,20.224,1.6,1.749,2.887,2.755,8.134,2473.28,703.587,158.194,3.89,0.822,PSF,QSO,20211014,39628337311650434,J225749+230925,344.45621,23.15691,22 57 49.491,+23 09 24.878,2.04745,0.00137,0,22.685,22.301,21.682,20.149,20.037,0.843,1.201,2.124,8.716,9.663,2786.791,741.445,160.096,3.634,0.796,PSF,QSO,20211110,9.68,13.169,13.176,952.401,80.861,80.815,New Discovery,,QP
J2258-0058,J225854.820-005816.332,39627766349439002,J225854-005814,344.72684,-0.97062,22 58 54.442,-00 58 14.236,1.05347,0.00054,2,22.337,21.947,21.726,20.163,19.93,1.162,1.665,2.04,8.602,10.667,3210.18,2520.565,482.432,2.787,0.591,PSF,QSO,20211001,39627766349439096,J225855-005818,344.72999,-0.97179,22 58 55.198,-00 58 18.428,1.05766,0.0005,0,22.888,22.466,22.136,20.336,21.953,0.699,1.031,1.398,7.339,1.655,3482.693,2691.735,492.021,2.843,0.596,PSF,QSO,20211002,12.094,13.576,13.565,611.622,97.989,98.071,New Discovery,,QP
J2300-0008,J230013.724-000810.110,39627784477214880,J230014-000813,345.0576,-0.13705,23 00 13.824,-00 08 13.363,1.88493,0.0004,0,20.326,20.168,19.953,19.236,18.576,7.409,8.565,10.444,20.205,37.127,2318.569,1909.498,430.185,2.495,0.53,PSF,QSO,20211001,39627784477214841,J230014-000807,345.05676,-0.13524,23 00 13.623,-00 08 06.856,1.89237,0.00052,0,21.622,21.571,21.269,20.462,20.234,2.246,2.354,3.107,6.536,8.059,3559.779,2903.951,496.393,2.832,0.592,PSF,QSO,20211002,7.172,13.067,13.071,772.11,60.375,60.355,New Discovery,,QP
J2300+0040,J230022.875+004046.172,39627808636406934,J230023+004043,345.09608,0.67857,23 00 23.060,+00 40 42.836,1.0098,0.00025,0,21.438,21.086,20.379,18.629,18.344,2.659,3.679,7.054,35.342,45.964,2769.039,2131.22,381.795,2.262,0.523,PSF,QSO,20211001,39627808636406887,J230023+004050,345.09454,0.68042,23 00 22.690,+00 40 49.508,1.00478,0.00034,0,20.395,20.182,20.133,18.682,18.19,6.951,8.46,8.851,33.679,52.955,1922.774,1550.035,367.043,2.333,0.524,PSF,QSO,20211006,8.683,13.704,13.72,750.638,69.699,69.618,New Discovery,,QP
J2300-0051,J230057.109-005133.486,39627772397625858,J230057-005135,345.23707,-0.85965,23 00 56.897,-00 51 34.757,3.16597,0.00021,0,19.545,19.227,19.153,19.375,19.1,15.207,20.374,21.815,17.783,22.902,1003.455,764.599,269.854,2.68,0.565,PSF,QSO,20211009,39627772397625922,J230057-005132,345.23884,-0.85895,23 00 57.322,-00 51 32.214,3.18272,0.00061,0,23.161,22.661,22.774,22.215,20.985,0.544,0.862,0.777,1.3,4.035,2803.265,2363.28,386.702,3.045,0.609,PSF,QSO,20211010,6.864,14.519,14.543,1203.375,52.009,51.92,New Discovery,,QP
J2301+0024,J230104.991+002430.791,39627802600801175,J230105+002431,345.27073,0.40865,23 01 04.976,+00 24 31.155,1.67032,0.00026,0,20.499,20.328,20.152,19.286,19.129,6.315,7.392,8.696,19.302,22.312,2165.44,1725.197,406.779,2.611,0.578,PSF,QSO,20211001,39627802600801178,J230105+002430,345.27086,0.40845,23 01 05.007,+00 24 30.426,1.66927,0.00037,0,23.154,23.82,23.289,,,0.547,0.296,0.484,-4.229,-1.328,2166.463,1754.092,283.096,2.583,0.569,EXP,QSO,20211009,0.867,12.988,12.988,118.107,7.345,7.345,New Discovery,,QPC
