System,SysCenterName,TARGETID_A,CoordUqName_A,RA_A,DEC_A,RA_A_sexa,DEC_A_sexa,Z_A,ZERR_A,ZWARN_A,mag_g_A,mag_r_A,mag_z_A,mag_W1_A,mag_W2_A,flux_g_A,flux_r_A,flux_z_A,flux_W1_A,flux_W2_A,flux_ivar_g_A,flux_ivar_r_A,flux_ivar_z_A,flux_ivar_W1_A,flux_ivar_W2_A,MORPHTYPE_A,SPECTYPE_A,LASTNIGHT_A,TARGETID_B,CoordUqName_B,RA_B,DEC_B,RA_B_sexa,DEC_B_sexa,Z_B,ZERR_B,ZWARN_B,mag_g_B,mag_r_B,mag_z_B,mag_W1_B,mag_W2_B,flux_g_B,flux_r_B,flux_z_B,flux_W1_B,flux_W2_B,flux_ivar_g_B,flux_ivar_r_B,flux_ivar_z_B,flux_ivar_W1_B,flux_ivar_W2_B,MORPHTYPE_B,SPECTYPE_B,LASTNIGHT_B,sep_AB,110kpc_seplim_zA,110kpc_seplim_zB,delta_vr,rp_zA,rp_zB,match_type,match_cite,visual_class
J1721+2336,J172122.661+233650.457,39628341564670323,J172123+233652,260.3437966,23.61447083,17 21 22.511,+23 36 52.095,1.841936811,0.000766492,0,22.455133,22.331911,21.786936,20.17546,20.257,1.0421895,1.1674427,1.9285284,8.507771,7.8922377,1110.9451,394.88922,90.98175,3.6606374,0.95737237,PSF,QSO,20210606,39628341564670350,J172123+233649,260.3450454,23.61356085,17 21 22.811,+23 36 48.819,1.847688784,0.000585514,0,21.721148,21.707142,21.203924,19.132248,18.731104,2.0489943,2.0755968,3.2993634,22.238249,32.177937,994.4343,376.4166,89.52162,2.9822118,0.8401947,PSF,QSO,20220531,5.262896427,13.04482005,13.04764605,606.1551326,44.37919459,44.36958247,New Discovery,,QP
J1721+1519,J172144.134+151947.038,39628153471107215,J172144+151948,260.4339076,15.32988714,17 21 44.138,+15 19 47.594,1.755650763,0.000207043,0,20.321798,20.0899,20.097445,19.220743,18.66488,7.4349923,9.205356,9.141603,20.497599,34.201675,687.3128,350.41278,85.17381,3.0356364,0.79012334,PSF,QSO,20210604,39628153471107211,J172144+151946,260.4338755,15.32957863,17 21 44.130,+15 19 46.483,1.754664717,0.000822192,0,22.69705,26.23266,23.565088,22.47941,22.2419,0.83402616,0.03213187,0.37494227,1.0191448,1.2683539,803.8859,314.21286,49.92787,2.9148598,0.7703075,EXP,QSO,20220530,1.116206759,13.00933013,13.00900346,107.2929589,9.438052715,9.438289719,New Discovery,,UT
J1723+2425,J172329.709+242554.444,39628363668657615,J172329+242553,260.8721774,24.43132917,17 23 29.323,+24 25 52.785,0.52979929,0.000107742,0,21.284569,20.389536,19.759731,17.71309,17.276873,3.063182,6.9853153,12.476923,82.17957,122.81494,1186.4954,417.14444,110.91058,2.3469958,0.63504654,PSF,GALAXY,20210606,39628363668657697,J172330+242556,260.8753981,24.432251,17 23 30.096,+24 25 56.104,0.529631075,0.000137621,0,20.057364,19.666656,19.239368,17.58416,17.67085,9.485371,13.593695,20.148966,92.541405,85.43971,699.7669,292.29535,85.41906,2.2093432,0.7256491,DEV,QSO,20220516,11.06574451,17.48345804,17.48629988,32.96667661,69.62191893,69.61060411,New Discovery,,QP
J1724+1748,J172413.588+174812.745,39628211448974387,J172414+174814,261.0573576,17.80375076,17 24 13.766,+17 48 13.503,1.755213167,0.000284075,0,21.093624,20.77772,20.37445,19.668648,19.136114,3.6521664,4.8855395,7.0830464,13.568785,22.159204,732.5527,262.4883,87.85991,3.2219584,0.8613973,PSF,QSO,20210604,39628211448974331,J172413+174812,261.0558774,17.80333003,17 24 13.411,+17 48 11.988,1.764676823,0.000335164,0,21.495785,21.470016,21.131422,19.478912,19.285751,2.521656,2.5822208,3.5272098,16.159773,19.306313,818.9803,317.7067,89.59371,3.6381936,0.9269427,PSF,QSO,20220602,5.294623596,13.00918493,13.01240704,1027.967138,44.76903044,44.75794479,New Discovery,,QP
J1724+1738,J172428.121+173801.734,39628211448976365,J172428+173801,261.1169784,17.6336952,17 24 28.075,+17 38 01.303,2.062386559,0.000509177,0,22.472958,22.744438,22.125742,21.555779,20.71755,1.0252203,0.7984081,1.4115738,2.3860989,5.163929,667.5277,417.90897,93.293434,3.7633977,0.99665374,PSF,QSO,20210705,39628211448976377,J172428+173802,261.1173599,17.63393479,17 24 28.166,+17 38 02.165,2.064523563,0.001186667,0,22.763298,22.313375,22.368673,20.673603,21.849741,0.784658,1.1875433,1.128575,5.377234,1.8201354,700.9771,400.82513,85.76405,3.8278692,1.0048875,PSF,QSO,20220602,1.567455894,13.18797012,13.18966992,209.1291113,13.07404755,13.07236266,New Discovery,,QPC
J1726+2237,J172607.207+223717.137,39628319313892816,J172607+223716,261.5283529,22.621105,17 26 06.805,+22 37 15.978,2.124501617,0.000567704,0,22.614847,22.086182,21.398788,19.922546,19.52101,0.8996244,1.4639525,2.7573054,10.739439,15.545209,1929.0059,652.27106,185.75711,4.015416,1.0301691,PSF,QSO,20210606,39628319313892919,J172608+223718,261.531708,22.6217489,17 26 07.610,+22 37 18.296,2.107277351,0.000810692,0,22.552126,22.385418,21.805408,21.49096,21.571428,0.95312375,1.1113046,1.8959925,2.532892,2.3519542,2143.143,663.7351,239.03178,4.3582144,1.1224803,PSF,QSO,20220531,11.38729205,13.2394845,13.22477164,1657.217005,94.61109502,94.71635204,New Discovery,,QP
J1727+3606,J172717.582+360614.097,39633001675491734,J172718+360613,261.8236072,36.10367878,17 27 17.666,+36 06 13.244,2.094371016,0.000365431,0,21.455652,21.318943,20.710741,20.180443,19.700386,2.6166096,2.967721,5.1964083,8.468817,13.177873,536.07983,175.3711,103.19443,5.0692706,1.3127296,PSF,QSO,20210608,39633001675491717,J172717+360615,261.8229103,36.10415271,17 27 17.498,+36 06 14.950,2.099517347,0.000696901,0,22.48434,22.28271,21.598555,21.678581,20.595732,1.0145278,1.221564,2.2939174,2.1309228,5.777061,684.0205,200.00162,113.11819,5.1551147,1.3318129,PSF,QSO,20220529,2.649558234,13.21395901,13.21824846,498.1785639,22.05632738,22.0491699,New Discovery,,QP
J1727+1910,J172726.934+191000.097,39628245875824388,J172727+191001,261.8620092,19.16705249,17 27 26.882,+19 10 01.389,2.295451085,0.000568435,0,22.5545,22.463173,21.89619,21.723145,21.629166,0.9510426,1.0345001,1.7439085,2.0452292,2.2301471,2177.0793,583.09784,185.16452,3.6566732,0.9448508,PSF,QSO,20210604,39628245875824406,J172727+190959,261.8624392,19.1663346,17 27 26.985,+19 09 58.805,2.300857187,9.25e-05,0,20.000326,19.948885,19.6619,19.836058,19.521631,9.996992,10.482051,13.653376,11.629925,15.536307,980.265,341.51733,166.31038,3.5446706,0.9253603,PSF,QSO,20220609,2.969376279,13.40143576,13.40698783,491.3986836,24.37286546,24.36277224,New Discovery,,QP
J1727+1714,J172737.667+171405.332,39628199923028678,J172738+171401,261.9063695,17.23360334,17 27 37.529,+17 14 00.972,2.552747773,0.00072485,0,23.003914,22.71806,22.479065,21.96443,20.952602,0.62868685,0.8180426,1.0194687,1.6376761,4.158713,3129.7603,1059.8096,265.49673,4.110776,0.95899886,PSF,QSO,20210705,39628199923028723,J172738+171410,261.9075207,17.23602546,17 27 37.805,+17 14 09.692,2.53975171,0.000461313,0,21.272957,21.12346,20.838348,20.59443,20.046194,3.0961185,3.5531673,4.620195,5.783992,9.583462,2269.7708,868.67377,255.90999,3.8305829,0.9333529,PSF,QSO,20220525,9.575982074,13.6898021,13.67417227,1098.659734,76.94472287,77.03267209,New Discovery,,QP
J1729+2138,J172904.253+213832.559,39628302524089851,J172904+213833,262.267673,21.64253897,17 29 04.242,+21 38 33.140,1.481393113,0.000242703,0,20.914917,20.316772,20.106361,18.751661,18.339659,4.305593,7.4694953,9.066833,31.574434,46.14626,960.4497,284.7271,105.79934,3.5516043,0.8783879,PSF,QSO,20210602,39628302524089855,J172904+213832,262.267767,21.64221612,17 29 04.264,+21 38 31.978,1.480877794,0.00085111,0,23.29514,25.261726,23.21428,,,0.48077795,0.078579575,0.517951,-3.8507855,-5.662175,976.2853,281.9063,82.35299,3.5555263,0.87809986,REX,QSO,20220531,1.204124793,13.00439338,13.00457718,62.26534132,10.18530611,10.18516215,New Discovery,,UT
J1731+1712,J173145.045+171222.825,39628199939806076,J173145+171225,262.9365326,17.20690745,17 31 44.768,+17 12 24.867,1.176325041,0.000320745,0,21.670862,21.18523,21.249296,19.881758,19.655626,2.1461256,3.3566654,3.1643267,11.150572,13.732494,1364.5402,431.14838,107.27284,3.4450555,0.83552444,PSF,QSO,20210601,39628199939806159,J173145+171221,262.9388443,17.20577329,17 31 45.323,+17 12 20.784,1.175187362,0.001290456,0,21.590984,21.327925,21.59447,20.632664,20.417328,2.309971,2.943271,2.3025668,5.583864,6.8087687,1335.1743,442.9071,152.22446,3.7488594,0.87710786,PSF,QSO,20220525,8.936779949,13.30355187,13.30556932,156.7582507,73.89348386,73.88227981,New Discovery,,QP
J1733+1419,J173307.771+141925.578,39628130129810222,J173307+141922,263.2810567,14.32266963,17 33 07.454,+14 19 21.611,1.622273359,0.003093967,0,23.171701,23.123007,22.801468,21.974104,22.195469,0.53866583,0.5633746,0.7575532,1.6231492,1.3237697,1864.9937,850.6782,196.06339,3.9743555,0.9793835,PSF,QSO,20210531,39628130129810341,J173308+141930,263.2837031,14.32487354,17 33 08.089,+14 19 29.545,1.624621955,0.000499805,0,20.711388,20.43523,20.218918,19.564657,18.92875,5.193317,6.697427,8.173969,14.932667,26.82259,977.30347,542.4183,120.20862,3.4758494,0.8443846,PSF,QSO,20220525,12.17200884,12.98358646,12.98369193,268.3840958,103.1241235,103.1232857,New Discovery,,QP
J1733+1526,J173307.758+152644.083,39628159347333309,J173308+152648,263.2828506,15.44660291,17 33 07.884,+15 26 47.770,2.087495112,0.000264014,0,20.829218,20.625523,20.318707,20.175003,19.290125,4.6592197,5.620708,7.456203,8.51136,19.228714,1454.9136,542.06775,196.80743,3.3602216,0.8552897,PSF,QSO,20210705,39628159347333262,J173308+152640,263.2817984,15.44455449,17 33 07.632,+15 26 40.396,2.091732233,0.000500784,0,21.648535,21.525215,20.798866,19.412058,19.419285,2.1907156,2.4542208,4.791302,17.18609,17.072062,1870.7693,580.5672,203.98163,2.837507,0.80106854,PSF,QSO,20220525,8.228719944,13.20827403,13.21177102,411.1378455,68.52971043,68.51157147,New Discovery,,QP
J1735+2703,J173519.846+270311.887,39628418186219565,J173520+270314,263.8321297,27.05400685,17 35 19.711,+27 03 14.425,2.168911114,0.000287741,0,20.143158,19.870361,19.054647,18.625017,18.092903,8.76469,11.268218,23.885853,35.48078,57.921345,654.6493,71.752045,50.74916,3.2436676,0.8186414,PSF,QSO,20210606,39628418186219608,J173520+270309,263.8332502,27.05259691,17 35 19.980,+27 03 09.349,2.17989293,0.001420454,0,21.666052,21.455027,21.040722,20.347328,19.823637,2.1556551,2.6181178,3.8345213,7.2622137,11.7637415,1101.6467,425.0725,99.651855,3.9899323,0.99390954,PSF,QSO,20220604,6.218502289,13.27885677,13.2889014,1037.129385,51.51311324,51.4741762,New Discovery,,QP
J1735+1631,J173543.602+163140.329,39628182604744970,J173543+163142,263.9301311,16.52845122,17 35 43.231,+16 31 42.424,1.628693996,0.001144932,0,21.975752,21.368683,20.760798,19.438606,18.933582,1.6206871,2.8348308,4.9622808,16.770948,26.703453,2419.7969,872.0583,188.76578,3.5484948,0.8666032,PSF,QSO,20210705,39628182604745098,J173544+163138,263.9332203,16.52728688,17 35 43.973,+16 31 38.233,1.617450671,0.00134117,0,22.078295,21.653864,21.2302,20.011543,19.601622,1.474627,2.1799884,3.220474,9.894247,14.432836,2644.968,737.8235,178.58165,3.8267968,0.9444156,PSF,QSO,20220525,11.45612186,12.98390672,12.98341239,1285.00609,97.05656649,97.0602618,New Discovery,,QP
J1737+2653,J173700.256+265352.508,39628418190417128,J173700+265353,264.2510721,26.8980523,17 37 00.257,+26 53 52.988,0.336119362,5.41e-05,0,20.83474,20.322538,19.73072,18.825354,18.063692,4.635584,7.429933,12.814807,29.502497,59.50089,688.3283,238.26978,43.412285,3.2633798,0.92490715,REX,QSO,20210616,39628418190417127,J173700+265352,264.2510649,26.89778548,17 37 00.256,+26 53 52.028,0.336475187,6.15e-05,0,23.665695,24.106297,23.624002,20.778679,,0.34176043,0.22776192,0.35513952,4.881224,-10.494172,810.6614,354.7669,55.571697,3.3227184,0.93817645,PSF,QSO,20220604,0.960835331,22.86662384,22.85063925,79.82787713,4.622102826,4.625336102,New Discovery,,UT
J1737+2719,J173704.468+271914.233,39628423575896836,J173704+271914,264.2686427,27.32046557,17 37 04.474,+27 19 13.676,2.070329125,0.000685253,0,22.9054,23.779964,23.432735,19.662098,19.308266,0.6883994,0.3076195,0.42355117,13.650889,18.91008,1100.5894,438.843,103.347534,4.251849,1.1602488,EXP,QSO,20210606,39628423575896831,J173704+271915,264.2685924,27.32077482,17 37 04.462,+27 19 14.789,2.068360224,0.000161315,2,20.289505,20.198877,19.886395,22.789347,22.630293,7.659456,8.32624,11.1030445,0.76605743,0.88691664,973.52747,434.62958,138.99203,4.2987113,1.1632057,PSF,QSO,20220604,1.12486987,13.19431452,13.19273497,192.3087302,9.377954842,9.379077653,New Discovery,,QPC
J1737+1517,J173727.852+151703.224,39628153534024008,J173728+151703,264.3656075,15.28407515,17 37 27.746,+15 17 02.671,1.697961918,0.000428871,0,21.335892,20.967337,20.535913,19.960701,19.537825,2.921752,4.10266,6.1042795,10.368588,15.306293,1641.5779,521.9326,75.40534,3.3198526,0.8386729,PSF,QSO,20210705,39628153534024047,J173728+151704,264.3664922,15.28438286,17 37 27.958,+15 17 03.778,1.700095878,0.0004983,0,22.118782,21.918352,21.58892,19.820011,19.69337,1.4206508,1.708673,2.3143625,11.803088,13.2633,2003.2803,649.36804,78.540825,3.33365,0.8475402,PSF,QSO,20220601,3.265915819,12.99347833,12.99394264,237.0279472,27.64854269,27.64755473,New Discovery,,QP
J1738+2821,J173847.056+282141.314,39628444983628644,J173847+282142,264.6958967,28.3615842,17 38 47.015,+28 21 41.703,0.743830814,6.5e-05,0,20.81002,20.852009,20.42543,18.971874,18.720997,4.742331,4.5624337,6.758156,25.778042,32.4789,495.5732,504.34454,69.1366,3.6641028,1.0392449,PSF,QSO,20220527,39628444983628656,J173847+282141,264.6962337,28.36136829,17 38 47.096,+28 21 40.926,0.744333933,0.000322312,0,23.630842,23.918566,22.441128,22.133799,,0.3529095,0.27075326,1.0557207,1.401137,-3.8034067,598.9543,668.46533,70.91589,3.6804426,1.0457605,PSF,QSO,20220604,1.320558915,15.036283,15.03248955,86.48170996,9.660730703,9.663168589,New Discovery,,UT
J1739+3006,J173926.846+300630.035,39628481960612031,J173927+300631,264.8618669,30.10855673,17 39 26.848,+30 06 30.804,1.631403118,0.001256705,0,21.281494,21.04588,20.87547,19.297237,18.850246,3.0718687,3.816352,4.464905,19.103136,28.833786,907.2419,342.55502,72.30752,4.3994613,1.1749239,PSF,QSO,20220522,39628481960612030,J173927+300629,264.8618477,30.10812963,17 39 26.843,+30 06 29.267,1.627846884,0.001403857,0,23.696352,24.346945,23.350725,,,0.33224565,0.18248288,0.4567829,-3.4080622,-6.236394,1060.9597,393.36002,73.68304,4.423332,1.180538,PSF,QSO,20220527,1.538751335,12.98407191,12.98385871,405.4312029,13.03617603,13.03639008,New Discovery,,UT
J1740+3110,J174044.790+311003.363,39628507990458493,J174045+311004,265.1866111,31.16775857,17 40 44.787,+31 10 03.931,0.548062569,5.3e-05,0,18.496677,18.533047,18.48696,16.502705,16.189919,39.932735,38.61727,40.29179,250.56372,334.22015,515.04553,363.15652,93.93747,1.2822443,0.39617786,PSF,QSO,20210609,39628507990458497,J174045+311003,265.1866392,31.16744313,17 40 44.793,+31 10 02.795,0.548179288,0.000222705,0,21.314732,22.523901,21.52076,,,2.9792552,0.9782276,2.4643133,-16.527542,-19.907938,753.1041,467.951,79.61517,1.3524579,0.412209,DEV,QSO,20220522,1.138873313,17.18655657,17.18473078,22.60258247,7.289189314,7.289963756,New Discovery,,UT
J1741+2716,J174139.424+271611.688,39628423592674598,J174139+271612,265.4142511,27.27006046,17 41 39.420,+27 16 12.218,1.453088811,0.000436648,0,21.229013,20.670986,20.693727,19.276218,19.078817,3.2239957,5.3902073,5.2784843,19.476566,23.360031,1336.6418,512.3774,150.87683,4.2322693,1.1189988,PSF,QSO,20210606,39628423592674600,J174139+271611,265.4142826,27.26976611,17 41 39.428,+27 16 11.158,1.451579784,0.000562215,0,23.837019,29.171154,24.258602,,,0.29187223,0.002145547,0.19795161,-3.830287,-2.531061,1681.9924,658.8,155.8536,4.281902,1.1235278,PSF,QSO,20220604,1.064428802,13.01578902,13.01647248,184.4752097,8.995779518,8.995307175,New Discovery,,UT
J1742+3326,J174202.038+332631.670,39632952014935419,J174202+332633,265.5078703,33.44253062,17 42 01.889,+33 26 33.110,1.668379046,0.00090283,0,21.989346,21.691015,21.77499,19.969557,19.418446,1.6005237,2.1066585,1.9498639,10.284356,17.085262,575.467,251.7694,123.94675,4.2940598,1.1148192,PSF,QSO,20210611,39632952014935443,J174202+332630,265.5091138,33.44173067,17 42 02.187,+33 26 30.230,1.673357713,0.001212109,0,23.308382,22.868866,22.616108,20.073486,19.655993,0.47494888,0.7119569,0.8985795,9.345556,13.72786,658.96875,280.54083,126.1557,4.256915,1.1535323,PSF,QSO,20220528,4.716785287,12.98805958,12.98883646,558.8320483,39.94795209,39.94556275,New Discovery,,QP
J1742+1907,J174237.491+190712.717,39628240221902264,J174237+190713,265.6561765,19.12034527,17 42 37.482,+19 07 13.243,1.26204173,0.000748297,0,20.680723,20.232178,20.446903,19.22375,18.560724,5.342085,8.074742,6.625802,20.44091,37.645245,1373.9026,557.44025,192.40492,3.3410473,0.8533487,PSF,QSO,20210522,39628240221902267,J174237+190712,265.6562494,19.12005312,17 42 37.500,+19 07 12.191,1.264659459,0.000395331,0,23.216093,23.667006,22.810713,,,0.51708573,0.34134823,0.7511297,-1.7883818,-6.1811347,1109.1196,422.95526,93.04122,3.2146063,0.8225333,EXP,QSO,20220606,1.080508235,13.17420625,13.17090962,346.7317602,9.021864672,9.024122814,New Discovery,,UT
J1744+2820,J174408.334+282036.479,39628445004599385,J174408+282037,266.0347001,28.34366261,17 44 08.328,+28 20 37.185,0.14281057,5.01e-06,0,18.214811,17.663673,17.123672,15.734516,15.473328,51.76972,86.00642,141.42656,508.38593,646.64935,285.27734,139.61096,39.024246,0.6565493,0.22622849,PSF,QSO,20210606,39628445004599389,J174408+282036,266.0347465,28.34327011,17 44 08.339,+28 20 35.772,0.14280553,2.21e-05,0,18.973824,18.21711,17.483564,18.240343,19.523275,25.731827,51.660217,101.52523,50.56648,15.512797,46.71598,20.03664,2.420606,0.3802847,0.1256326,SER,QSO,20220503,1.420605643,43.83942268,43.84072272,1.322118242,3.564522806,3.564417104,New Discovery,,UT
J1744+2917,J174430.458+291737.283,39628466206808578,J174430+291737,266.1268032,29.29356355,17 44 30.433,+29 17 36.829,0.743651025,0.000278802,0,23.565214,22.5441,22.697718,20.273645,20.064188,0.37489924,0.9601966,0.8335135,7.772165,9.425935,1183.5831,441.34717,81.92617,2.7844932,0.72261655,PSF,GALAXY,20220527,39628466206808584,J174430+291738,266.1270125,29.29381607,17 44 30.483,+29 17 37.738,0.743610388,0.000155072,0,20.71721,20.436203,20.148777,18.062666,17.531572,5.1655393,6.6914268,8.719451,59.55709,97.13397,813.6704,329.84897,79.3892,2.6974905,0.7018805,PSF,QSO,20220604,1.12178737,15.03764017,15.03794704,6.986993277,8.205849415,8.205681961,New Discovery,,QPC
J1744+2437,J174448.820+243746.392,39628369247082282,J174449+243746,266.2034277,24.62935387,17 44 48.823,+24 37 45.674,0.191945632,1.26e-05,0,19.639538,18.894464,18.12118,18.25996,18.794899,13.937501,27.68307,56.432373,49.661026,30.341751,39.59791,29.064632,5.467813,0.6431196,0.19817676,SER,QSO,20220428,39628369247082281,J174449+243747,266.2034059,24.62975292,17 44 48.817,+24 37 47.111,0.191822688,3.86e-06,0,18.113155,17.789951,17.603226,16.009632,15.591733,56.851013,76.563034,90.93045,394.59113,579.83826,110.85325,99.83867,62.836514,0.78039163,0.23916674,PSF,QSO,20220531,1.438333829,34.43342637,34.45088888,30.92395494,4.594858502,4.592529454,New Discovery,,UT
J1744+6542,J174452.369+654228.748,39633451342629940,J174452+654227,266.2182642,65.70760629,17 44 52.383,+65 42 27.383,1.554074291,0.000880348,0,22.90537,22.19892,21.905464,19.990461,19.620937,0.6884168,1.3195701,1.7290756,10.088249,14.178322,790.1882,258.61444,113.53534,8.155744,3.04961,PSF,QSO,20210407,39633451342629938,J174452+654230,266.2181449,65.70836468,17 44 52.355,+65 42 30.113,1.543351148,0.000293713,0,21.044195,20.684969,20.219366,19.51084,18.922382,3.822274,5.321239,8.17059,15.691483,26.980307,525.19885,201.37894,104.41468,7.8010283,2.8353984,PSF,QSO,20210410,2.735927868,12.98668461,12.98831375,1261.310319,23.173895,23.17098828,New Discovery,,QP
J1746+6625,J174652.530+662553.826,39633458716214311,J174653+662557,266.7216757,66.43256582,17 46 53.202,+66 25 57.237,0.994644042,0.000463423,0,22.310444,21.924305,21.397015,19.955484,19.958818,1.1907542,1.6993322,2.7618132,10.418517,10.386589,778.18134,229.25665,121.49949,10.810615,5.3121986,PSF,QSO,20210407,39633458716214274,J174652+662550,266.7160718,66.43067106,17 46 51.857,+66 25 50.416,0.997082287,0.000365662,0,22.152222,21.435827,20.744272,19.288572,19.144331,1.3775618,2.6648254,5.038386,19.25622,21.992142,760.9508,214.70198,118.01396,8.676119,3.9255528,PSF,QSO,20210409,10.56394868,13.75258411,13.74456418,366.2412955,84.49570979,84.54501289,New Discovery,,QP
J1746+6504,J174657.367+650458.823,39633443763521326,J174657+650459,266.739055,65.08309979,17 46 57.373,+65 04 59.159,1.160932419,0.000191512,0,19.38799,19.104994,19.224873,18.285236,17.744978,17.5713,22.80357,20.419786,48.51832,79.80108,255.0533,89.01453,66.53911,5.000937,1.6558317,PSF,QSO,20210408,39633443763521323,J174657+650458,266.7390042,65.08291287,17 46 57.361,+65 04 58.486,1.160933663,0.000156697,0,22.736032,23.446716,22.827366,21.071373,20.98597,0.8046132,0.41813213,0.7396973,3.727786,4.0328546,288.12448,103.59281,54.02968,5.050711,1.6816338,REX,QSO,20210418,0.677318199,13.33157399,13.33157166,0.172494029,5.588612569,5.588613545,New Discovery,,UT
J1747+2534,J174706.566+253433.150,39628385680366754,J174707+253435,266.7788739,25.5765025,17 47 06.930,+25 34 35.409,1.45715416,0.000219044,0,22.597765,21.267635,20.241459,18.088068,17.33219,0.91388965,3.1113298,8.00601,58.179886,116.71437,1384.6178,164.44484,57.496258,2.2315662,0.5933862,PSF,GALAXY,20220531,39628385680366655,J174706+253431,266.7758412,25.57524727,17 47 06.202,+25 34 30.890,1.460501922,0.000304874,0,20.292461,19.938005,19.996174,18.761559,18.224054,7.6386323,10.587609,10.035296,31.28794,51.33084,616.4655,95.63411,56.742374,3.3919678,0.86594766,PSF,QSO,20220603,10.8350119,13.01398665,13.01254474,408.1757658,91.58233687,91.59248505,New Discovery,,QP
J1747+2044,J174719.839+204411.291,39628280055203209,J174720+204415,266.831737,20.7374812,17 47 19.617,+20 44 14.932,0.429177939,2.1e-05,0,20.8857,20.12812,19.516527,17.606441,17.076254,4.4230313,8.886938,15.609515,90.66153,147.74019,839.8661,438.15094,154.1245,2.0599592,0.5439722,PSF,QSO,20210522,39628280055203272,J174720+204408,266.8335881,20.73545844,17 47 20.061,+20 44 07.650,0.435218322,1.84e-05,0,20.556206,19.71127,18.919863,18.633408,18.781878,5.991251,13.046458,27.042988,35.207657,30.707834,212.81796,149.56583,43.459595,1.7712092,0.5663721,SER,QSO,20220429,9.584691864,19.62947564,19.46997458,1264.392887,53.71086453,54.15087226,New Discovery,,QP
J1749+2550,J174920.005+255002.622,39628391145540796,J174920+255003,267.3317233,25.8341411,17 49 19.614,+25 50 02.908,2.109997735,0.001414236,0,23.692823,22.870481,22.193188,20.352436,19.687283,0.33332682,0.7108985,1.3265537,7.228124,13.337876,2162.9597,785.2125,153.73364,4.1487412,1.0895731,PSF,QSO,20210601,39628391145540883,J174920+255002,267.3349853,25.83398199,17 49 20.396,+25 50 02.335,2.096090937,0.000987955,0,20.602808,20.20917,19.822887,19.36755,18.824503,5.739536,8.247687,11.771856,17.905224,29.52561,1128.3171,455.54922,139.33884,3.8733392,1.0076237,PSF,QSO,20220531,10.58516676,13.22707404,13.21538929,1343.568724,88.02916965,88.10700304,New Discovery,,QP
J1749+2733,J174932.817+273326.681,39628428990748534,J174933+273323,267.3858857,27.55637938,17 49 32.613,+27 33 22.966,1.227052995,0.000308051,0,21.73456,21.177742,20.813286,19.231207,18.803362,2.0238376,3.3798964,4.728089,20.300982,30.10613,884.0251,539.6129,103.035614,3.8135955,1.0214622,PSF,QSO,20210601,39628428990748603,J174933+273330,267.3875913,27.55844345,17 49 33.022,+27 33 30.396,1.224070618,0.000730414,0,22.499556,21.932898,21.772875,20.20017,20.064653,1.0004094,1.6859344,1.9536662,8.316331,9.421907,1537.5077,591.8693,105.58213,4.5167236,1.1896093,PSF,QSO,20220604,9.211222684,13.22183274,13.22620929,401.7386351,76.63343774,76.60807975,New Discovery,,QP
J1753+6713,J175332.339+671357.764,39633465867503462,J175332+671358,268.3848474,67.23289516,17 53 32.363,+67 13 58.423,2.61478276,0.00020865,0,21.398233,21.116835,20.362724,,20.507854,2.7587118,3.5749192,7.1599603,-2.2641776,6.2640896,532.11194,199.0436,78.23146,4.7696276,2.481443,PSF,QSO,20210408,39633465867503459,J175332+671357,268.3846414,67.23252935,17 53 32.314,+67 13 57.106,2.614403622,0.000383297,0,23.927656,24.211466,23.83094,20.467949,20.970728,0.26849595,0.20673497,0.29351076,6.4986124,4.0898643,742.96173,229.58926,85.56208,6.653141,3.316007,PSF,QSO,20210411,1.347817741,13.76576765,13.76529676,31.44546915,10.77019135,10.77055978,New Discovery,,QPC
J1754+3720,J175438.247+372014.743,39633026040202451,J175438+372015,268.6593759,37.33738734,17 54 38.250,+37 20 14.594,0.138295514,7.58e-06,0,17.493698,17.116405,16.771769,15.682398,15.521496,100.58205,142.3763,195.56578,533.3851,618.5883,51.72255,21.290907,26.25552,0.54546046,0.21578819,PSF,QSO,20210610,39633026040202450,J175438+372015,268.6593457,37.33746985,17 54 38.243,+37 20 14.891,0.138360376,1.25e-05,0,18.290865,17.275433,16.431803,16.671974,17.05436,48.267403,122.97787,267.47247,214.39276,150.74965,16.114382,4.3078456,2.5212584,0.41130608,0.16366155,SER,QSO,20220508,0.309355785,45.0423388,45.02449834,17.08220979,0.755492222,0.755791577,New Discovery,,UT
J1755+6700,J175507.682+670005.538,39633463514499370,J175508+670006,268.7827653,67.00164442,17 55 07.864,+67 00 05.920,2.47781371,0.00012622,0,21.433361,21.832428,21.436897,19.811815,18.290405,2.670886,1.8493911,2.6622012,11.89253,48.287872,356.96185,142.08049,116.96992,8.617012,2.4059641,PSF,QSO,20210406,39633463514499353,J175508+670005,268.7812513,67.00143208,17 55 07.500,+67 00 05.155,2.473024909,0.000524002,0,22.675365,22.980091,22.643484,23.258297,,0.85085154,0.64263326,0.8762067,0.49737218,-1.789727,168.56902,66.74931,22.075674,9.439037,2.9192173,REX,QSO,20210418,2.262572864,13.60111664,13.59557043,413.0858251,18.29871928,18.30618411,New Discovery,,QP
